date,city,temperature_celsius,relative_humidity_pct,heat_index_celsius
2006-03-18,Gilgit,6.76,69.79,6.76
2006-03-19,Gilgit,8.42,87.96,8.42
2006-03-20,Gilgit,9.47,88.31,9.47
2006-03-21,Gilgit,9.56,70.38,9.56
2006-03-22,Gilgit,5.73,73.21,5.73
2006-03-23,Gilgit,8.43,72.93,8.43
2006-03-24,Gilgit,7.09,72.69,7.09
2006-03-25,Gilgit,9.6,63.28,9.6
2006-03-26,Gilgit,8.32,78.37,8.32
2006-03-27,Gilgit,7.3,78.41,7.3
2006-03-28,Gilgit,5.69,76.53,5.69
2006-03-29,Gilgit,6.98,62.14,6.98
2006-03-30,Gilgit,11.02,53.9,11.02
2006-03-31,Gilgit,12.23,79.17,12.23
2006-04-01,Gilgit,12.18,82.76,12.18
2006-04-02,Gilgit,10.85,80.43,10.85
2006-04-03,Gilgit,8.57,70.12,8.57
2006-04-04,Gilgit,6.82,75.76,6.82
2006-04-05,Gilgit,5.29,65.95,5.29
2006-04-06,Gilgit,7.03,62.46,7.03
2006-04-07,Gilgit,9.24,48.64,9.24
2006-04-08,Gilgit,11.49,68.83,11.49
2006-04-09,Gilgit,11.8,91.74,11.8
2006-04-10,Gilgit,11.03,81.01,11.03
2006-04-11,Gilgit,9.46,79.93,9.46
2006-04-12,Gilgit,9.25,70.15,9.25
2006-04-13,Gilgit,6.82,55.43,6.82
2006-04-14,Gilgit,9.129999999999999,68.57,9.129999999999999
2006-04-15,Gilgit,9.73,83.03,9.73
2006-04-16,Gilgit,7.48,75.48,7.48
2006-04-17,Gilgit,8.07,72.58,8.07
2006-04-18,Gilgit,5.94,64.28,5.94
2006-04-19,Gilgit,7.0,59.5,7.0
2006-04-20,Gilgit,9.64,46.39,9.64
2006-04-21,Gilgit,12.01,49.95,12.01
2006-04-22,Gilgit,11.11,62.05,11.11
2006-04-23,Gilgit,9.620000000000001,78.18,9.620000000000001
2006-04-24,Gilgit,6.05,86.99,6.05
2006-04-25,Gilgit,9.34,64.98,9.34
2006-04-26,Gilgit,12.17,57.37,12.17
2006-04-27,Gilgit,11.79,55.2,11.79
2006-04-28,Gilgit,12.629999999999999,54.17,12.629999999999999
2006-04-29,Gilgit,15.85,54.56,15.85
2006-04-30,Gilgit,16.7,67.62,16.7
2006-05-01,Gilgit,14.49,79.15,14.49
2006-05-02,Gilgit,16.53,74.93,16.53
2006-05-03,Gilgit,14.870000000000001,71.27,14.870000000000001
2006-05-04,Gilgit,17.45,61.05,17.45
2006-05-05,Gilgit,18.56,63.82,18.56
2006-05-06,Gilgit,19.740000000000002,64.77,19.740000000000002
2006-05-07,Gilgit,18.89,73.34,18.89
2006-05-08,Gilgit,17.39,86.23,17.39
2006-05-09,Gilgit,16.41,84.28,16.41
2006-05-10,Gilgit,15.71,74.89,15.71
2006-05-11,Gilgit,18.06,69.68,18.06
2006-05-12,Gilgit,18.240000000000002,68.77,18.240000000000002
2006-05-13,Gilgit,18.48,76.19,18.48
2006-05-14,Gilgit,18.58,72.49,18.58
2006-05-15,Gilgit,18.55,70.46,18.55
2006-05-16,Gilgit,20.3,66.52,20.3
2006-05-17,Gilgit,20.95,59.91,20.95
2006-05-18,Gilgit,20.34,61.93,20.34
